Principle,Title,Accessibility,Accountability,Adjudication and Dispute Resolution,"Adversarial, Scaled, and Exploited Conditions",Animal Life,Anti-Constitutional Misconduct Review,Anti-Displacement Floor,Assembly,Attributable Action,Attribution Integrity,Auditability,Authority Stack and Internal Hierarchy,Autonomous Coercion Tool,Autonomous Lethal System,Avoidable Burden,Best-Interest Standard,Binding Stakeholder Choice — Decision-Resolution Requirements,Bodily-Maintenance Access,Burden-Reduction Duty,Business Creation,Capability Requirement,Capture of Resolution Pathways,Cascading Failure,Charter,Classification-Scaled Governance,Coercion and Manipulation,Collective Accountability Failure,Collective Harm Boundary,Collective Organization,Combatant / Non-Combatant Distinction,Competency Bar,Competency Clearance,Consent,"Consent, Sexual",Constitutional Community,Constitutional Constraint,Constitutional Contract Layer,Constitutional Efficiency,Constitutional Emergency and Contingency,Contestability,Contested-Sentient Life,Contingent Claim,Continuity,Continuity (Constitutional Aim),Contribution Nature,Corpus,Creative Work Attribution,Cruelty,Decentralization,"Def.A1 Collective Harm Boundary, Harm, and Harassment and Bullying",Def.A2 Forum Families and Dispute Routing,"Def.A3 Standing State, Contribution, and Violation","Def.A4 Use of Force, Autonomous Coercion, Autonomous Lethal Systems, and Weapons of Mass Harm","Def.C1 Labor and Economic Floor: Compensation, Organization, Safe Conditions, Leisure, and Creative Work","Def.C2 Stewardship, Governance Discipline, and Shared-System Capacity",Def.C3 Privacy (Informational) — peer-level cluster head,Def.C4 Trust and Trustworthiness,Def.I1 Corpus and Authority Stack,"Def.O1 Transparency, Auditability, and Verification",Def.O2 Truth and Epistemic Integrity,"Def.P1 Animal Life, Sentient Life, and Sentience Status",Def.P2 Binding Stakeholder Choice,"Def.P3 Self-Determination, Meaningful Agency, Expression, Educational Agency, and Volitional Integrity","Def.P4 Developing Sentient, Best-Interest Standard, and Graduated Capability",Dependency,Derived Sentient,Developing Sentient,Dignity and Equal Moral Standing,Distributed Understanding,Due Process,Ecological Footprint,Ecological Integrity,Ecological Recovery Capacity,Educational Agency,Elevated Communicative Life,Emergency and Contingency,Emergency Pre-Deliberation Action (Binding Collective Choice),Environmental Preconditions,Epistemic Integrity,Essential-Environment Non-Commodification,Evaluation Completeness Constraint,Event-Contract Market,Evidence Preservation,Existential Risk,Expression,Fair Compensation,Family and Care Relationships,Feasibility,Flourishing,Force Majeure,Foreseeability Diligence,Forum Case Record,"Forum Family, Constitutional","Forum Family, Environment","Forum Family, Institutional","Forum Family, Integrity","Forum Family, Sentient","Forum Family, Technical",Foundational Constitutional Choice,Freedom (Bounded Agency),Game of Chance,Good Faith,Governance,Graduated Capability,Harassment and Bullying,Harm,Harm Minimization (Tradeoff Selection),High-Impact and Systemic Harm Publication Constraint,Identity Data Protection,Incentive Alignment,Incentive Alignment — baseline constitutional alignment,"Incentive Alignment — contingent claims, games of chance, and event-contract markets","Incentive Alignment — strategic, scaled, and adversarial evaluation","Incentive Alignment, Proxy Integrity, and Contingent Settlement",Indigenous Continuity,Info-Sphere,Innovation Reward and Anti-Enclosure,Insider Advantage,Instantiation Consent,Intergenerational Responsibility,Irreversible Deprivation Measure,Irreversible Harm,"Language, Culture, and Heritage",Leisure and Rest,Lifespan Equivalent Unit (LEQU),Likeness and Documentary Depiction Interface,Market Concentration Threshold,Market Structure,Material,Material Degradation,Material Impact,Material Risk,Materiality Determination,Materiality Integrity Constraint,Materiality Under Uncertainty,Meaningful Agency,Merits Determination,Movement and Relocation,Natural Systems Standing,Necessity,Negligence,Non-Compliance,Non-Compliance Finding Profile,Non-Imposition (Cooperative Interaction),Non-Separation,Non-Statelessness,Occupancy Continuity,Oversight,Parent-System Relationship,Participant Standing,Participation,Press and Journalistic Activity,Primary-Stakes Routing,Privacy (Informational),Procedural Fairness,Productive Capacity,Proportionality,Proportionate Cross-System Contribution,Protected Characteristic Proxying and Disparate Impact,Protected Characteristics,Protected Data and Internal-State Publication Constraint,Protected Internal-State Boundary,Protected Intimate-Signal Gating and **Article X-C** (*Adult consensual commercial sexual services and sexual exploitation*) Status Circumvention,Protected Reporting (Whistleblowing),Protected Reporting Retaliation and Access Interference,Proxy Divergence,Psychological Harm,Public Oversight Baseline Disclosure,Publication Truthfulness and Recklessness Floor,Reasonably Foreseeable,Redress and Remediation,Refuge from Non-Compliance,Remedy System,Reproductive Autonomy,Residual Risk / Misalignment,Restorative Justice,Reversibility,Review and Correction Duty,Risk,Risk Disclosure,Risk Evaluation,Safe Conditions,Safety (Constraint),Security-Sensitive Disclosure Balance,Self-Determination,Self-Healing,Sentience Non-Exclusion,Sentience Status Adjudication,Sentience-Status Adjudication Record,Sentient,Shared-System Capacity,Short-Horizon Governance Defect,Single Catastrophic Incident,Stakeholder,Stakeholder Emergency and Contingency,Stakeholder Representation and Weight Limits (Binding Stakeholder Choice),Stakeholder Rights-Collision Record (Binding Stakeholder Choice),Stakeholder Weight,Standing Effect,Standing Lock,Standing Record,Stay,Stewardship,Stewardship Defect,Strategic Stewardship Obligation,Substantive Fairness,Substrate Class,Surveillance Boundary,Sustainability,Sustained High-Gravity Pattern,System,System Alignment Certification,System Boundaries,System Boundary Integrity,System Capture,System Certification Record,System Classification Record,System Creation,System Data Types Record,Systemic,Systemic Lock-In,Systemic Materiality,Timeliness,Timely Resolution,Training-Data Use,Transparency,Trust,Trust Degradation and Misleading Reliance,Trustworthiness,Truth (Constitutional Constraint),Unified Incident,Unified Incident Record,Use of Force,Verifiability,Verified Inputs for Standing,Violation Nature,Volitional Integrity,Voluntary Discontinuation,Weapons of Mass Harm,Wellbeing
5.1,Limitation Discipline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,✓,,,,,,✓,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,✓,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,✓,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.2,Voluntary Discontinuation and Exit Rights,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,
5.3,"Assembly, Collective Organization, and Institutional Formation",,,,,,,,✓,,,,,,,,,,,,✓,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,
6,Process Conflict Resolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.1,Core Tradeoff Principles,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,✓,,,✓,,,,,✓,,,,,,,,,,,✓,,,,✓,,,,,,,,,,,,✓,,,,,,✓,✓,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,✓,,,,✓,,,,,,,,✓,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,✓,,✓,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,
6.2,Epistemic Disclosure Constraints,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,✓,,,,,,,,,,,,,,✓,,,✓,,,,,✓,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,✓,,,✓,,,,,,,,,,
6.3,Minimization of Avoidable Burden,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,
7,Prohibition on Absolute Override,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,✓,,,,,,,,,,,,,,,,,✓,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,Constitutional Interpretation,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.1,Constitutional No-Bypass Principle,,✓,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.2,Definitional layer and required disciplines,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.3,Ambiguity resolution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,✓
8.4,Constitutional Meaning Conflict Resolution,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,Stewardship and Distributed Understanding,✓,,,,,,,,,,✓,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,✓,,,,,✓,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,✓,,,,✓,,,,,,,,✓,,,✓,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,✓,,,,✓,,,,,,,,,,
9.1,Consequential Stewardship,,,,,,,,,✓,,✓,✓,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,✓,,✓,,✓,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,
9.2,Distributed Understanding,✓,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,✓,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,
9.3,Institutional Development,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,
9.4,Openness Aspiration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.5,Aligned Self-Organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,✓,,,,,,,,,,,,,,,,,✓,,,,,,,✓,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,
9.6,Process-Character Discipline (Anti-Degrading-Process Principle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,✓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preamble §1,The Model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preamble §2,Measurements Overview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preamble §3,Governance and Stewardship,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preamble §3.1,Using Measurements in Governance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preamble §3.2,Key Governance Processes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preamble §3.3,Governance Layers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preamble §4,"Principles, Definitions, and Rights",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preamble §5,Key Practical Process Pipelines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preamble §6,"Governance, Change, and Incorporation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Preamble §7,Companion Implementation Corpus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
